D_ref_global_max_x;D_ref_global_max_y;D_ref_global_min_x;D_ref_global_min_y;D_ref_shift_max_x;D_1_global_max_x;D_1_global_max_y;D_1_global_min_x;D_1_global_min_y;D_1_shift_max_x;D_2_global_max_x;D_2_global_max_y;D_2_global_min_x;D_2_global_min_y;D_2_shift_max_x;D_3_global_max_x;D_3_global_max_y;D_3_global_min_x;D_3_global_min_y;D_3_shift_max_x;D_4_global_max_x;D_4_global_max_y;D_4_global_min_x;D_4_global_min_y;D_4_shift_max_x;D_5_global_max_x;D_5_global_max_y;D_5_global_min_x;D_5_global_min_y;D_5_shift_max_x;D_6_global_max_x;D_6_global_max_y;D_6_global_min_x;D_6_global_min_y;D_6_shift_max_x;D_7_global_max_x;D_7_global_max_y;D_7_global_min_x;D_7_global_min_y;D_7_shift_max_x;D_8_global_max_x;D_8_global_max_y;D_8_global_min_x;D_8_global_min_y;D_8_shift_max_x;D_9_global_max_x;D_9_global_max_y;D_9_global_min_x;D_9_global_min_y;D_9_shift_max_x;
81.500;-29.000;2285.100;-134.507;0.000;2021.400;-13.544;2280.100;-154.196;1939.900;276.600;-45.626;1950.800;-128.375;195.100;1833.800;-53.411;2520.200;-156.355;1752.300;2379.400;-47.640;2651.400;-163.097;2297.900;2024.400;-48.954;1029.700;-194.597;1942.900;162.100;-58.985;2880.400;-150.404;80.600;82.000;-53.000;1795.400;-125.389;0.500;337.200;-46.732;1942.700;-133.910;255.700;59.000;-54.000;1745.300;-129.807;-22.500;
