D_ref_x;D_ref_y;D_1_x;D_1_y;D_2_x;D_2_y;D_3_x;D_3_y;D_4_x;D_4_y;D_5_x;D_5_y;D_6_x;D_6_y;D_7_x;D_7_y;D_8_x;D_8_y;D_9_x;D_9_y;
43.376;-21.248;30.782;-44.814;75.644;-2.739;82.881;-19.985;62.653;5.242;79.911;-4.147;71.782;-8.069;84.446;6.209;83.287;-29.830;62.446;3.639;
44.752;-21.497;32.564;-44.628;80.287;-3.477;87.762;-19.969;65.307;4.484;82.822;-5.293;75.564;-9.137;86.891;4.419;88.574;-30.658;65.891;2.278;
46.129;-21.745;34.347;-44.443;84.931;-4.214;92.644;-19.951;67.960;3.727;85.733;-6.439;79.347;-10.204;89.337;2.630;93.861;-31.485;69.337;0.918;
47.505;-21.993;36.129;-44.257;89.574;-4.949;97.525;-19.932;70.614;2.970;88.644;-7.584;83.129;-11.270;91.782;0.841;99.149;-32.309;72.782;-0.441;
48.881;-22.241;37.911;-44.071;94.218;-5.680;102.406;-19.911;73.267;2.214;91.554;-8.728;86.911;-12.335;94.228;-0.946;104.436;-33.129;76.228;-1.798;
50.257;-22.489;39.693;-43.885;98.861;-6.407;107.287;-19.886;75.921;1.459;94.465;-9.870;90.693;-13.397;96.673;-2.731;109.723;-33.945;79.673;-3.154;
51.634;-22.736;41.475;-43.699;103.505;-7.130;112.168;-19.858;78.574;0.706;97.376;-11.010;94.475;-14.456;99.119;-4.514;115.010;-34.754;83.119;-4.507;
53.010;-22.983;43.257;-43.514;108.149;-7.847;117.049;-19.825;81.228;-0.046;100.287;-12.148;98.257;-15.512;101.564;-6.294;120.297;-35.557;86.564;-5.858;
54.386;-23.230;45.040;-43.328;112.792;-8.557;121.931;-19.788;83.881;-0.796;103.198;-13.284;102.040;-16.565;104.010;-8.072;125.584;-36.353;90.010;-7.206;
55.762;-23.477;46.822;-43.142;117.436;-9.261;126.812;-19.745;86.535;-1.545;106.109;-14.416;105.822;-17.614;106.455;-9.846;130.871;-37.139;93.455;-8.550;
57.139;-23.723;48.604;-42.956;122.079;-9.957;131.693;-19.696;89.188;-2.291;109.020;-15.545;109.604;-18.658;108.901;-11.616;136.158;-37.917;96.901;-9.891;
58.515;-23.968;50.386;-42.770;126.723;-10.644;136.574;-19.640;91.842;-3.035;111.931;-16.671;113.386;-19.698;111.347;-13.383;141.446;-38.683;100.347;-11.228;
59.891;-24.214;52.168;-42.584;131.366;-11.321;141.455;-19.577;94.495;-3.776;114.842;-17.793;117.168;-20.732;113.792;-15.145;146.733;-39.439;103.792;-12.560;
61.267;-24.458;53.950;-42.398;136.010;-11.988;146.337;-19.505;97.149;-4.515;117.752;-18.911;120.950;-21.761;116.238;-16.902;152.020;-40.181;107.238;-13.888;
62.644;-24.702;55.733;-42.212;140.653;-12.645;151.218;-19.426;99.802;-5.251;120.663;-20.024;124.733;-22.783;118.683;-18.654;157.307;-40.911;110.683;-15.210;
64.020;-24.946;57.515;-42.026;145.297;-13.289;156.099;-19.336;102.455;-5.983;123.574;-21.133;128.515;-23.798;121.129;-20.401;162.594;-41.626;114.129;-16.527;
65.396;-25.188;59.297;-41.840;149.941;-13.921;160.980;-19.238;105.109;-6.712;126.485;-22.236;132.297;-24.807;123.574;-22.142;167.881;-42.326;117.574;-17.838;
66.772;-25.430;61.079;-41.654;154.584;-14.539;165.861;-19.128;107.762;-7.438;129.396;-23.334;136.079;-25.808;126.020;-23.876;173.168;-43.010;121.020;-19.142;
68.149;-25.672;62.861;-41.468;159.228;-15.143;170.743;-19.008;110.416;-8.159;132.307;-24.427;139.861;-26.801;128.465;-25.604;178.455;-43.676;124.465;-20.440;
69.525;-25.912;64.644;-41.282;163.871;-15.732;175.624;-18.876;113.069;-8.877;135.218;-25.513;143.644;-27.786;130.911;-27.325;183.743;-44.325;127.911;-21.731;
70.901;-26.152;66.426;-41.096;168.515;-16.305;180.505;-18.731;115.723;-9.590;138.129;-26.593;147.426;-28.762;133.356;-29.039;189.030;-44.954;131.356;-23.015;
72.277;-26.391;68.208;-40.910;173.158;-16.862;185.386;-18.574;118.376;-10.299;141.040;-27.666;151.208;-29.728;135.802;-30.745;194.317;-45.563;134.802;-24.290;
73.653;-26.629;69.990;-40.724;177.802;-17.401;190.267;-18.403;121.030;-11.003;143.951;-28.732;154.990;-30.685;138.248;-32.443;199.604;-46.152;138.248;-25.558;
75.030;-26.866;71.772;-40.538;182.446;-17.922;195.148;-18.219;123.683;-11.702;146.861;-29.790;158.772;-31.632;140.693;-34.133;204.891;-46.718;141.693;-26.817;
76.406;-27.102;73.554;-40.352;187.089;-18.424;200.030;-18.019;126.337;-12.396;149.772;-30.842;162.554;-32.568;143.139;-35.813;210.178;-47.262;145.139;-28.067;
77.782;-27.337;75.337;-40.165;191.733;-18.907;204.911;-17.804;128.990;-13.085;152.683;-31.885;166.337;-33.493;145.584;-37.485;215.465;-47.781;148.584;-29.308;
79.158;-27.570;77.119;-39.979;196.376;-19.368;209.792;-17.573;131.644;-13.768;155.594;-32.919;170.119;-34.406;148.030;-39.147;220.753;-48.276;152.030;-30.540;
80.535;-27.803;78.901;-39.793;201.020;-19.809;214.673;-17.326;134.297;-14.446;158.505;-33.946;173.901;-35.308;150.475;-40.799;226.040;-48.745;155.475;-31.761;
81.911;-28.035;80.683;-39.606;205.663;-20.227;219.554;-17.061;136.951;-15.117;161.416;-34.963;177.683;-36.197;152.921;-42.441;231.327;-49.188;158.921;-32.972;
83.287;-28.265;82.465;-39.420;210.307;-20.623;224.436;-16.778;139.604;-15.783;164.327;-35.971;181.465;-37.073;155.366;-44.073;236.614;-49.602;162.366;-34.173;
84.663;-28.494;84.248;-39.234;214.950;-20.995;229.317;-16.477;142.257;-16.442;167.238;-36.969;185.248;-37.936;157.812;-45.693;241.901;-49.988;165.812;-35.362;
86.040;-28.722;86.030;-39.047;219.594;-21.342;234.198;-16.157;144.911;-17.094;170.148;-37.958;189.030;-38.785;160.257;-47.302;247.188;-50.345;169.257;-36.540;
87.416;-28.949;87.812;-38.861;224.238;-21.664;239.079;-15.818;147.564;-17.740;173.059;-38.936;192.812;-39.621;162.703;-48.899;252.475;-50.671;172.703;-37.705;
88.792;-29.174;89.594;-38.674;228.881;-21.960;243.960;-15.458;150.218;-18.378;175.970;-39.903;196.594;-40.441;165.148;-50.485;257.762;-50.965;176.148;-38.859;
90.168;-29.398;91.376;-38.488;233.525;-22.229;248.842;-15.077;152.871;-19.010;178.881;-40.860;200.376;-41.247;167.594;-52.058;263.049;-51.227;179.594;-40.000;
91.545;-29.620;93.158;-38.301;238.168;-22.470;253.723;-14.675;155.525;-19.633;181.792;-41.806;204.158;-42.037;170.040;-53.618;268.337;-51.456;183.040;-41.129;
92.921;-29.841;94.941;-38.114;242.812;-22.683;258.604;-14.250;158.178;-20.250;184.703;-42.740;207.941;-42.811;172.485;-55.164;273.624;-51.650;186.485;-42.244;
94.297;-30.060;96.723;-37.927;247.455;-22.867;263.485;-13.803;160.832;-20.858;187.614;-43.663;211.723;-43.569;174.931;-56.698;278.911;-51.809;189.931;-43.345;
95.673;-30.278;98.505;-37.741;252.099;-23.021;268.366;-13.333;163.485;-21.458;190.525;-44.573;215.505;-44.310;177.376;-58.217;284.198;-51.932;193.376;-44.432;
97.049;-30.494;100.287;-37.554;256.743;-23.143;273.248;-12.838;166.139;-22.050;193.436;-45.471;219.287;-45.033;179.822;-59.722;289.485;-52.018;196.822;-45.505;
98.426;-30.709;102.069;-37.367;261.386;-23.235;278.129;-12.320;168.792;-22.633;196.346;-46.356;223.069;-45.739;182.267;-61.212;294.772;-52.065;200.267;-46.563;
99.802;-30.922;103.851;-37.180;266.030;-23.294;283.010;-11.775;171.446;-23.208;199.257;-47.227;226.852;-46.427;184.713;-62.688;300.059;-52.073;203.713;-47.606;
101.178;-31.133;105.634;-36.993;270.673;-23.319;287.891;-11.205;174.099;-23.774;202.168;-48.086;230.634;-47.097;187.158;-64.148;305.346;-52.042;207.158;-48.633;
102.554;-31.342;107.416;-36.806;275.317;-23.311;292.772;-10.609;176.752;-24.330;205.079;-48.931;234.416;-47.747;189.604;-65.592;310.634;-51.969;210.604;-49.644;
103.931;-31.550;109.198;-36.619;279.960;-23.268;297.654;-9.986;179.406;-24.878;207.990;-49.761;238.198;-48.378;192.049;-67.021;315.921;-51.854;214.049;-50.640;
105.307;-31.755;110.980;-36.431;284.604;-23.189;302.535;-9.335;182.059;-25.415;210.901;-50.578;241.980;-48.989;194.495;-68.432;321.208;-51.697;217.495;-51.618;
106.683;-31.959;112.762;-36.244;289.248;-23.075;307.416;-8.655;184.713;-25.943;213.812;-51.379;245.762;-49.579;196.941;-69.827;326.495;-51.495;220.941;-52.580;
108.059;-32.161;114.545;-36.057;293.891;-22.922;312.297;-7.947;187.366;-26.461;216.723;-52.166;249.545;-50.149;199.386;-71.205;331.782;-51.249;224.386;-53.524;
109.436;-32.361;116.327;-35.869;298.535;-22.733;317.178;-7.210;190.020;-26.969;219.634;-52.937;253.327;-50.698;201.832;-72.565;337.069;-50.956;227.832;-54.450;
110.812;-32.558;118.109;-35.682;303.178;-22.504;322.060;-6.442;192.673;-27.466;222.544;-53.693;257.109;-51.225;204.277;-73.907;342.356;-50.617;231.277;-55.358;
112.188;-32.754;119.891;-35.494;307.822;-22.236;326.941;-5.644;195.327;-27.952;225.455;-54.433;260.891;-51.729;206.723;-75.231;347.644;-50.231;234.723;-56.248;
113.564;-32.948;121.673;-35.307;312.465;-21.927;331.822;-4.814;197.980;-28.428;228.366;-55.156;264.673;-52.212;209.168;-76.536;352.931;-49.795;238.168;-57.119;
114.941;-33.139;123.455;-35.119;317.109;-21.578;336.703;-3.952;200.634;-28.892;231.277;-55.863;268.456;-52.671;211.614;-77.822;358.218;-49.311;241.614;-57.971;
116.317;-33.329;125.238;-34.931;321.753;-21.186;341.584;-3.058;203.287;-29.346;234.188;-56.553;272.238;-53.107;214.059;-79.089;363.505;-48.775;245.059;-58.803;
