D_ref_global_max_x;D_ref_global_max_y;D_ref_global_min_x;D_ref_global_min_y;D_ref_shift_max_x;D_1_global_max_x;D_1_global_max_y;D_1_global_min_x;D_1_global_min_y;D_1_shift_max_x;D_2_global_max_x;D_2_global_max_y;D_2_global_min_x;D_2_global_min_y;D_2_shift_max_x;D_3_global_max_x;D_3_global_max_y;D_3_global_min_x;D_3_global_min_y;D_3_shift_max_x;D_4_global_max_x;D_4_global_max_y;D_4_global_min_x;D_4_global_min_y;D_4_shift_max_x;D_5_global_max_x;D_5_global_max_y;D_5_global_min_x;D_5_global_min_y;D_5_shift_max_x;D_6_global_max_x;D_6_global_max_y;D_6_global_min_x;D_6_global_min_y;D_6_shift_max_x;D_7_global_max_x;D_7_global_max_y;D_7_global_min_x;D_7_global_min_y;D_7_shift_max_x;D_8_global_max_x;D_8_global_max_y;D_8_global_min_x;D_8_global_min_y;D_8_shift_max_x;D_9_global_max_x;D_9_global_max_y;D_9_global_min_x;D_9_global_min_y;D_9_shift_max_x;
81.594;-29.000;2285.406;-134.507;0.000;2020.911;-13.546;2279.327;-154.194;1939.317;275.317;-45.628;1950.634;-128.375;193.723;1834.277;-53.413;2520.743;-156.354;1752.683;2379.683;-47.640;2651.198;-163.097;2298.089;2024.545;-48.954;1028.485;-194.591;1942.951;162.941;-58.985;2881.396;-150.400;81.347;83.772;-53.312;1795.822;-125.388;2.178;338.287;-46.734;1942.752;-133.910;256.693;61.030;-54.036;1745.366;-129.807;-20.564;
