D_ref_x;D_ref_y;D_1_x;D_1_y;D_2_x;D_2_y;D_3_x;D_3_y;D_4_x;D_4_y;D_5_x;D_5_y;D_6_x;D_6_y;D_7_x;D_7_y;D_8_x;D_8_y;D_9_x;D_9_y;
135.000;-41.000;109.000;-66.000;379.000;-160.000;409.000;-197.000;207.000;-118.000;257.000;-115.000;291.000;-117.000;261.000;-114.000;459.000;-157.000;264.000;-113.000;
164.000;-62.937;145.000;-83.305;424.000;-192.244;455.000;-226.254;244.000;-131.069;292.000;-124.680;334.000;-130.202;281.000;-113.001;501.000;-187.677;306.000;-119.989;
193.000;-84.808;181.000;-100.704;469.000;-225.061;501.000;-255.884;281.000;-144.353;327.000;-134.321;377.000;-143.936;301.000;-112.259;543.000;-218.672;348.000;-127.643;
222.000;-106.548;217.000;-118.294;514.000;-259.026;547.000;-286.265;318.000;-158.066;362.000;-143.880;420.000;-158.732;321.000;-112.028;585.000;-250.300;390.000;-136.629;
251.000;-128.093;253.000;-136.169;559.000;-294.713;593.000;-317.772;355.000;-172.423;397.000;-153.320;463.000;-175.122;341.000;-112.566;627.000;-282.879;432.000;-147.613;
280.000;-149.376;289.000;-154.424;604.000;-332.695;639.000;-350.782;392.000;-187.638;432.000;-162.598;506.000;-193.637;361.000;-114.128;669.000;-316.726;474.000;-161.260;
309.000;-170.333;325.000;-173.154;649.000;-373.547;685.000;-385.670;429.000;-203.928;467.000;-171.676;549.000;-214.809;381.000;-116.970;711.000;-352.159;516.000;-178.235;
341.000;-193.000;362.000;-193.000;699.000;-423.000;736.000;-427.000;467.000;-222.000;508.000;-182.000;595.000;-241.000;407.000;-123.000;759.000;-395.000;563.000;-202.000;
384.000;-222.849;403.000;-215.942;744.000;-471.593;782.000;-466.988;511.000;-244.814;551.000;-192.393;636.000;-267.534;446.000;-137.631;800.000;-433.758;605.000;-228.099;
427.000;-253.236;444.000;-240.622;789.000;-523.638;828.000;-509.480;555.000;-269.431;594.000;-202.224;677.000;-295.460;485.000;-158.191;841.000;-474.014;647.000;-258.817;
470.000;-285.722;485.000;-267.914;834.000;-578.508;874.000;-554.310;599.000;-295.520;637.000;-211.365;718.000;-322.756;524.000;-183.503;882.000;-515.107;689.000;-294.031;
513.000;-321.864;526.000;-298.689;879.000;-635.574;920.000;-601.311;643.000;-322.753;680.000;-219.690;759.000;-347.399;563.000;-212.388;923.000;-556.378;731.000;-333.621;
556.000;-363.222;567.000;-333.820;924.000;-694.208;966.000;-650.317;687.000;-350.797;723.000;-227.070;800.000;-367.367;602.000;-243.669;964.000;-597.166;773.000;-377.465;
599.000;-411.355;608.000;-374.178;969.000;-753.783;1012.000;-701.163;731.000;-379.323;766.000;-233.379;841.000;-380.637;641.000;-276.168;1005.000;-636.811;815.000;-425.440;
647.000;-475.000;655.000;-428.000;1015.000;-815.000;1060.000;-756.000;775.000;-408.000;814.000;-239.000;888.000;-385.000;684.000;-312.000;1052.000;-680.000;859.000;-480.000;
690.000;-542.141;698.000;-485.127;1059.000;-873.328;1105.000;-808.967;821.000;-437.948;876.000;-244.642;927.000;-378.521;725.000;-344.911;1092.000;-714.425;901.000;-535.916;
733.000;-618.095;741.000;-549.547;1103.000;-931.272;1150.000;-863.638;867.000;-468.303;938.000;-252.396;966.000;-365.001;766.000;-375.953;1132.000;-747.476;943.000;-594.743;
776.000;-701.599;784.000;-620.740;1147.000;-988.762;1195.000;-920.281;913.000;-499.670;1000.000;-267.159;1005.000;-347.390;807.000;-404.648;1172.000;-780.214;985.000;-655.510;
819.000;-791.392;827.000;-698.189;1191.000;-1045.729;1240.000;-979.164;959.000;-532.650;1062.000;-293.830;1044.000;-328.635;848.000;-430.519;1212.000;-813.701;1027.000;-717.244;
862.000;-886.212;870.000;-781.376;1235.000;-1102.104;1285.000;-1040.555;1005.000;-567.849;1124.000;-337.307;1083.000;-311.684;889.000;-453.088;1252.000;-849.000;1069.000;-778.974;
905.000;-984.797;913.000;-869.783;1279.000;-1157.818;1330.000;-1104.724;1051.000;-605.867;1186.000;-402.489;1122.000;-299.486;930.000;-471.877;1292.000;-887.172;1111.000;-839.729;
951.000;-1093.000;961.000;-974.000;1328.000;-1219.000;1377.000;-1175.000;1103.000;-653.000;1249.000;-496.000;1162.000;-295.000;973.000;-487.000;1338.000;-936.000;1157.000;-904.000;
