D_ref_x;D_ref_y;D_1_x;D_1_y;D_2_x;D_2_y;D_3_x;D_3_y;D_4_x;D_4_y;D_5_x;D_5_y;D_6_x;D_6_y;D_7_x;D_7_y;D_8_x;D_8_y;D_9_x;D_9_y;
42.000;-21.000;29.000;-45.000;71.000;-2.000;78.000;-20.000;60.000;6.000;77.000;-3.000;68.000;-7.000;82.000;8.000;78.000;-29.000;59.000;5.000;
54.000;-23.161;45.000;-43.332;113.000;-8.589;122.000;-19.787;84.000;-0.830;103.000;-13.206;102.000;-16.554;104.000;-8.064;126.000;-36.415;90.000;-7.202;
66.000;-25.295;61.000;-41.663;155.000;-14.594;166.000;-19.125;108.000;-7.502;129.000;-23.185;136.000;-25.787;126.000;-23.862;174.000;-43.116;121.000;-19.135;
78.000;-27.374;77.000;-39.992;197.000;-19.429;210.000;-17.563;132.000;-13.860;155.000;-32.709;170.000;-34.377;148.000;-39.127;222.000;-48.389;152.000;-30.529;
90.000;-29.370;93.000;-38.317;239.000;-22.510;254.000;-14.651;156.000;-19.744;181.000;-41.550;204.000;-42.004;170.000;-53.592;270.000;-51.521;183.000;-41.116;
102.000;-31.258;109.000;-36.639;281.000;-23.254;298.000;-9.940;180.000;-24.999;207.000;-49.480;238.000;-48.345;192.000;-66.992;318.000;-51.797;214.000;-50.625;
114.000;-33.009;125.000;-34.956;323.000;-21.074;342.000;-2.980;204.000;-29.466;233.000;-56.273;272.000;-53.080;214.000;-79.059;366.000;-48.505;245.000;-58.789;
126.000;-34.595;141.000;-33.267;365.000;-15.386;386.000;6.679;228.000;-32.987;259.000;-61.701;306.000;-55.887;236.000;-89.527;414.000;-40.929;276.000;-65.337;
138.000;-35.991;157.000;-31.572;407.000;-5.607;430.000;19.486;252.000;-35.406;285.000;-65.535;340.000;-56.445;258.000;-98.129;462.000;-28.356;307.000;-70.000;
150.000;-37.167;173.000;-29.868;449.000;8.849;474.000;35.893;276.000;-36.564;311.000;-67.549;374.000;-54.433;280.000;-104.600;510.000;-10.073;338.000;-72.509;
162.000;-38.097;189.000;-28.155;491.000;28.567;518.000;56.348;300.000;-36.305;337.000;-67.514;408.000;-49.529;302.000;-108.672;558.000;14.635;369.000;-72.595;
181.000;-39.000;209.000;-26.000;540.000;59.000;571.000;87.000;328.000;-34.000;371.000;-64.000;450.000;-39.000;329.000;-110.000;612.000;51.000;407.000;-69.000;
209.000;-38.889;235.000;-23.132;568.000;80.252;600.000;106.763;354.000;-29.778;396.000;-58.749;476.000;-29.829;348.000;-108.320;638.000;71.959;434.000;-63.750;
237.000;-36.929;261.000;-19.991;596.000;104.167;629.000;128.519;380.000;-23.632;421.000;-51.588;502.000;-18.815;367.000;-104.581;664.000;94.931;461.000;-56.238;
265.000;-32.998;287.000;-16.331;624.000;130.507;658.000;152.070;406.000;-15.703;446.000;-42.985;528.000;-6.225;386.000;-98.957;690.000;119.600;488.000;-46.498;
293.000;-26.973;313.000;-11.909;652.000;159.035;687.000;177.222;432.000;-6.133;471.000;-33.409;554.000;7.673;405.000;-91.620;716.000;145.647;515.000;-34.560;
321.000;-18.728;339.000;-6.481;680.000;189.511;716.000;203.776;458.000;4.939;496.000;-23.329;580.000;22.611;424.000;-82.745;742.000;172.756;542.000;-20.456;
349.000;-8.142;365.000;0.198;708.000;221.700;745.000;231.536;484.000;17.371;521.000;-13.214;606.000;38.322;443.000;-72.504;768.000;200.611;569.000;-4.219;
377.000;4.909;391.000;8.372;736.000;255.361;774.000;260.305;510.000;31.022;546.000;-3.533;632.000;54.537;462.000;-61.070;794.000;228.893;596.000;14.120;
405.000;20.548;417.000;18.286;764.000;290.258;803.000;289.887;536.000;45.751;571.000;5.246;658.000;70.990;481.000;-48.616;820.000;257.286;623.000;34.530;
433.000;38.900;443.000;30.183;792.000;326.152;832.000;320.086;562.000;61.418;596.000;12.654;684.000;87.413;500.000;-35.317;846.000;285.474;650.000;56.978;
461.000;60.087;469.000;44.309;820.000;362.805;861.000;350.704;588.000;77.881;621.000;18.223;710.000;103.537;519.000;-21.343;872.000;313.138;677.000;81.432;
492.000;87.000;505.000;68.000;857.000;412.000;897.000;389.000;614.000;95.000;655.000;22.000;741.000;122.000;543.000;-3.000;905.000;347.000;710.000;114.000;
520.000;114.540;532.000;89.212;885.000;449.527;926.000;419.895;643.000;114.715;693.000;20.289;767.000;136.537;568.000;16.622;931.000;372.386;736.000;141.675;
548.000;145.147;559.000;113.383;913.000;487.196;955.000;450.884;672.000;134.993;731.000;13.551;793.000;149.941;593.000;36.591;957.000;396.718;762.000;170.972;
576.000;178.793;586.000;140.444;941.000;524.940;984.000;482.079;701.000;155.759;769.000;3.563;819.000;161.962;618.000;56.764;983.000;420.184;788.000;201.719;
604.000;215.450;613.000;170.323;969.000;562.696;1013.000;513.596;730.000;176.936;807.000;-7.894;845.000;172.353;643.000;77.001;1009.000;442.972;814.000;233.742;
632.000;255.090;640.000;202.951;997.000;600.397;1042.000;545.548;759.000;198.447;845.000;-19.043;871.000;180.864;668.000;97.161;1035.000;465.272;840.000;266.869;
660.000;297.685;667.000;238.255;1025.000;637.979;1071.000;578.050;788.000;220.216;883.000;-28.103;897.000;187.248;693.000;117.103;1061.000;487.271;866.000;300.926;
688.000;343.207;694.000;276.165;1053.000;675.375;1100.000;611.217;817.000;242.166;921.000;-33.296;923.000;191.254;718.000;136.685;1087.000;509.157;892.000;335.742;
716.000;391.628;721.000;316.611;1081.000;712.521;1129.000;645.161;846.000;264.221;959.000;-32.843;949.000;192.636;743.000;155.766;1113.000;531.119;918.000;371.143;
744.000;442.919;748.000;359.521;1109.000;749.352;1158.000;679.998;875.000;286.303;997.000;-24.964;975.000;191.144;768.000;174.206;1139.000;553.345;944.000;406.956;
772.000;497.052;775.000;404.825;1137.000;785.801;1187.000;715.842;904.000;308.338;1035.000;-7.881;1001.000;186.529;793.000;191.864;1165.000;576.024;970.000;443.008;
800.000;554.000;810.000;467.000;1173.000;832.000;1220.000;758.000;934.000;331.000;1075.000;22.000;1031.000;177.000;828.000;215.000;1195.000;603.000;1006.000;493.000;
827.000;611.482;837.000;517.511;1201.000;867.348;1248.000;795.004;964.000;353.502;1104.000;52.223;1053.000;167.103;854.000;230.816;1221.000;627.264;1033.000;530.335;
854.000;671.098;864.000;570.052;1229.000;902.185;1276.000;833.097;994.000;376.051;1133.000;89.343;1075.000;155.425;880.000;245.446;1247.000;652.401;1060.000;567.491;
881.000;732.395;891.000;624.420;1257.000;936.530;1304.000;872.202;1024.000;398.910;1162.000;132.774;1097.000;142.805;906.000;258.915;1273.000;678.426;1087.000;604.474;
908.000;794.915;918.000;680.412;1285.000;970.402;1332.000;912.242;1054.000;422.347;1191.000;181.924;1119.000;130.080;932.000;271.249;1299.000;705.353;1114.000;641.293;
935.000;858.203;945.000;737.826;1313.000;1003.822;1360.000;953.140;1084.000;446.624;1220.000;236.206;1141.000;118.088;958.000;282.474;1325.000;733.198;1141.000;677.955;
962.000;921.805;972.000;796.460;1341.000;1036.807;1388.000;994.818;1114.000;472.008;1249.000;295.030;1163.000;107.668;984.000;292.616;1351.000;761.975;1168.000;714.466;
989.000;985.263;999.000;856.112;1369.000;1069.377;1416.000;1037.200;1144.000;498.762;1278.000;357.808;1185.000;99.657;1010.000;301.702;1377.000;791.700;1195.000;750.834;
1016.000;1048.123;1026.000;916.580;1397.000;1101.552;1444.000;1080.208;1174.000;527.152;1307.000;423.949;1207.000;94.894;1036.000;309.758;1403.000;822.387;1222.000;787.067;
1043.000;1109.928;1053.000;977.661;1425.000;1133.350;1472.000;1123.766;1204.000;557.443;1336.000;492.866;1229.000;94.217;1062.000;316.808;1429.000;854.051;1249.000;823.171;
1070.000;1170.223;1080.000;1039.153;1453.000;1164.792;1500.000;1167.795;1234.000;589.899;1365.000;563.968;1251.000;98.463;1088.000;322.880;1455.000;886.706;1276.000;859.153;
1101.000;1237.000;1111.000;1110.000;1482.000;1197.000;1531.000;1217.000;1274.000;637.000;1404.000;662.000;1280.000;113.000;1114.000;328.000;1483.000;923.000;1306.000;899.000;
1128.000;1292.578;1138.000;1171.652;1510.000;1227.715;1559.000;1261.677;1303.000;674.109;1432.000;733.382;1304.000;133.647;1138.000;331.968;1510.000;959.037;1333.000;934.734;
1155.000;1345.611;1165.000;1232.844;1538.000;1257.778;1587.000;1306.016;1332.000;713.470;1460.000;805.104;1328.000;161.616;1162.000;335.558;1537.000;995.690;1360.000;970.274;
1182.000;1396.042;1192.000;1293.139;1566.000;1286.857;1615.000;1349.371;1361.000;754.736;1488.000;876.753;1352.000;196.057;1186.000;339.180;1564.000;1032.473;1387.000;1005.530;
1209.000;1443.816;1219.000;1352.102;1594.000;1314.616;1643.000;1391.093;1390.000;797.557;1516.000;947.919;1376.000;236.119;1210.000;343.246;1591.000;1068.898;1414.000;1040.414;
1236.000;1488.876;1246.000;1409.295;1622.000;1340.724;1671.000;1430.536;1419.000;841.585;1544.000;1018.190;1400.000;280.952;1234.000;348.166;1618.000;1104.480;1441.000;1074.838;
1263.000;1531.165;1273.000;1464.283;1650.000;1364.846;1699.000;1467.053;1448.000;886.472;1572.000;1087.155;1424.000;329.706;1258.000;354.352;1645.000;1138.732;1468.000;1108.713;
1290.000;1570.627;1300.000;1516.628;1678.000;1386.649;1727.000;1499.996;1477.000;931.870;1600.000;1154.403;1448.000;381.531;1282.000;362.215;1672.000;1171.166;1495.000;1141.951;
1317.000;1607.206;1327.000;1565.895;1706.000;1405.800;1755.000;1528.719;1506.000;977.429;1628.000;1219.523;1472.000;435.576;1306.000;372.166;1699.000;1201.296;1522.000;1174.462;
1344.000;1640.845;1354.000;1611.646;1734.000;1421.964;1783.000;1552.573;1535.000;1022.802;1656.000;1282.103;1496.000;490.992;1330.000;384.615;1726.000;1228.636;1549.000;1206.159;
1371.000;1671.488;1381.000;1653.446;1762.000;1434.808;1811.000;1570.912;1564.000;1067.639;1684.000;1341.733;1520.000;546.929;1354.000;399.973;1753.000;1252.699;1576.000;1236.952;
1400.000;1701.000;1412.000;1696.000;1790.000;1444.000;1842.000;1584.000;1602.000;1125.000;1712.000;1398.000;1549.000;614.000;1383.000;423.000;1783.000;1275.000;1606.000;1270.000;
1427.000;1725.288;1439.000;1727.988;1818.000;1449.273;1871.000;1588.811;1631.000;1167.249;1740.000;1450.519;1576.000;674.855;1408.000;447.140;1811.000;1291.144;1634.000;1299.587;
1454.000;1746.639;1466.000;1755.565;1846.000;1450.636;1900.000;1586.628;1660.000;1207.690;1768.000;1499.002;1603.000;733.737;1433.000;474.941;1839.000;1302.783;1662.000;1327.631;
1481.000;1765.229;1493.000;1779.209;1874.000;1448.166;1929.000;1577.836;1689.000;1245.854;1796.000;1543.185;1630.000;790.394;1458.000;505.924;1867.000;1310.042;1690.000;1353.761;
1508.000;1781.232;1520.000;1799.401;1902.000;1441.939;1958.000;1562.818;1718.000;1281.275;1824.000;1582.807;1657.000;844.570;1483.000;539.609;1895.000;1313.044;1718.000;1377.605;
1535.000;1794.826;1547.000;1816.616;1930.000;1432.032;1987.000;1541.959;1747.000;1313.483;1852.000;1617.605;1684.000;896.010;1508.000;575.514;1923.000;1311.915;1746.000;1398.793;
1562.000;1806.185;1574.000;1831.336;1958.000;1418.521;2016.000;1515.646;1776.000;1342.011;1880.000;1647.315;1711.000;944.462;1533.000;613.160;1951.000;1306.779;1774.000;1416.955;
1589.000;1815.485;1601.000;1844.037;1986.000;1401.484;2045.000;1484.261;1805.000;1366.391;1908.000;1671.675;1738.000;989.670;1558.000;652.066;1979.000;1297.759;1802.000;1431.719;
1616.000;1822.902;1628.000;1855.198;2014.000;1380.996;2074.000;1448.190;1834.000;1386.155;1936.000;1690.422;1765.000;1031.380;1583.000;691.753;2007.000;1284.981;1830.000;1442.713;
1643.000;1828.612;1655.000;1865.299;2042.000;1357.135;2103.000;1407.818;1863.000;1400.835;1964.000;1703.292;1792.000;1069.338;1608.000;731.739;2035.000;1268.570;1858.000;1449.569;
1670.000;1832.790;1682.000;1874.816;2070.000;1329.977;2132.000;1363.528;1892.000;1409.963;1992.000;1710.025;1819.000;1103.289;1633.000;771.546;2063.000;1248.648;1886.000;1451.914;
1702.000;1836.000;1714.000;1886.000;2102.000;1295.000;2162.000;1314.000;1925.000;1413.000;2023.000;1710.000;1850.000;1137.000;1666.000;823.000;2098.000;1219.000;1916.000;1449.000;
1730.000;1837.360;1742.000;1896.047;2130.000;1261.093;2194.000;1257.591;1954.000;1408.843;2051.000;1703.037;1878.000;1162.355;1693.000;863.528;2127.000;1190.652;1945.000;1440.559;
1758.000;1836.985;1770.000;1905.656;2158.000;1224.475;2226.000;1198.529;1983.000;1398.594;2079.000;1689.722;1906.000;1182.859;1720.000;902.283;2156.000;1159.286;1974.000;1426.830;
1786.000;1834.376;1798.000;1913.891;2186.000;1185.569;2258.000;1137.976;2012.000;1382.715;2107.000;1670.396;1934.000;1198.557;1747.000;939.000;2185.000;1125.346;2003.000;1408.188;
1814.000;1829.031;1826.000;1919.815;2214.000;1144.798;2290.000;1077.096;2041.000;1361.667;2135.000;1645.398;1962.000;1209.494;1774.000;973.416;2214.000;1089.279;2032.000;1385.008;
1842.000;1820.450;1854.000;1922.493;2242.000;1102.584;2322.000;1017.050;2070.000;1335.913;2163.000;1615.069;1990.000;1215.714;1801.000;1005.267;2243.000;1051.530;2061.000;1357.663;
1870.000;1808.134;1882.000;1920.989;2270.000;1059.350;2354.000;959.003;2099.000;1305.912;2191.000;1579.750;2018.000;1217.264;1828.000;1034.290;2272.000;1012.544;2090.000;1326.529;
1898.000;1791.581;1910.000;1914.366;2298.000;1015.517;2386.000;904.116;2128.000;1272.127;2219.000;1539.782;2046.000;1214.187;1855.000;1060.221;2301.000;972.768;2119.000;1291.980;
1926.000;1770.292;1938.000;1901.689;2326.000;971.509;2418.000;853.552;2157.000;1235.018;2247.000;1495.503;2074.000;1206.530;1882.000;1082.797;2330.000;932.647;2148.000;1254.391;
1954.000;1743.766;1966.000;1882.021;2354.000;927.748;2450.000;808.474;2186.000;1195.048;2275.000;1447.256;2102.000;1194.338;1909.000;1101.752;2359.000;892.627;2177.000;1214.136;
1982.000;1711.503;1994.000;1854.426;2382.000;884.656;2482.000;770.045;2215.000;1152.677;2303.000;1395.380;2130.000;1177.654;1936.000;1116.825;2388.000;853.153;2206.000;1171.590;
2012.000;1670.000;2024.000;1815.000;2420.000;828.000;2517.000;737.000;2250.000;1099.000;2337.000;1328.000;2161.000;1154.000;1967.000;1129.000;2426.000;803.000;2237.000;1124.000;
2041.000;1622.774;2053.000;1766.564;2448.000;788.080;2549.000;715.870;2284.000;1044.979;2364.000;1271.468;2190.000;1127.063;1996.000;1135.206;2457.000;763.954;2267.000;1076.294;
2070.000;1569.394;2082.000;1709.076;2476.000;749.786;2581.000;702.655;2318.000;990.145;2391.000;1212.715;2219.000;1095.881;2025.000;1136.663;2488.000;726.708;2297.000;1027.397;
2099.000;1510.971;2111.000;1644.068;2504.000;713.079;2613.000;696.188;2352.000;935.589;2418.000;1152.197;2248.000;1060.926;2054.000;1133.756;2519.000;691.261;2327.000;977.739;
2128.000;1448.618;2140.000;1573.070;2532.000;677.921;2645.000;695.302;2386.000;882.397;2445.000;1090.365;2277.000;1022.667;2083.000;1126.870;2550.000;657.614;2357.000;927.753;
2157.000;1383.446;2169.000;1497.615;2560.000;644.272;2677.000;698.828;2420.000;831.659;2472.000;1027.674;2306.000;981.575;2112.000;1116.388;2581.000;625.766;2387.000;877.869;
2186.000;1316.567;2198.000;1419.234;2588.000;612.094;2709.000;705.600;2454.000;784.462;2499.000;964.576;2335.000;938.121;2141.000;1102.696;2612.000;595.715;2417.000;828.519;
2215.000;1249.092;2227.000;1339.457;2616.000;581.348;2741.000;714.448;2488.000;741.895;2526.000;901.525;2364.000;892.776;2170.000;1086.178;2643.000;567.462;2447.000;780.133;
2244.000;1182.134;2256.000;1259.817;2644.000;551.994;2773.000;724.207;2522.000;705.046;2553.000;838.975;2393.000;846.009;2199.000;1067.219;2674.000;541.006;2477.000;733.142;
2273.000;1116.804;2285.000;1181.844;2672.000;523.995;2805.000;733.707;2556.000;675.004;2580.000;777.378;2422.000;798.292;2228.000;1046.203;2705.000;516.346;2507.000;687.979;
2302.000;1054.215;2314.000;1107.071;2700.000;497.310;2837.000;741.781;2590.000;652.857;2607.000;717.188;2451.000;750.095;2257.000;1023.514;2736.000;493.482;2537.000;645.073;
2338.000;982.000;2350.000;1021.000;2737.000;464.000;2876.000;748.000;2627.000;639.000;2642.000;642.000;2489.000;687.000;2289.000;997.000;2777.000;466.000;2570.000;601.000;
2370.000;924.195;2384.000;948.547;2764.000;441.030;2905.000;749.040;2659.000;636.287;2667.000;590.758;2523.000;631.362;2319.000;971.157;2809.000;446.683;2601.000;562.955;
2402.000;872.353;2418.000;884.692;2791.000;419.059;2934.000;746.910;2691.000;641.166;2692.000;541.988;2557.000;577.095;2349.000;944.687;2841.000;428.983;2632.000;528.049;
2434.000;826.067;2452.000;828.919;2818.000;397.948;2963.000;741.739;2723.000;652.219;2717.000;496.068;2591.000;524.737;2379.000;917.886;2873.000;412.609;2663.000;496.044;
2466.000;784.929;2486.000;780.712;2845.000;377.557;2992.000;733.654;2755.000;668.032;2742.000;453.370;2625.000;474.823;2409.000;891.052;2905.000;397.266;2694.000;466.702;
2498.000;748.533;2520.000;739.552;2872.000;357.745;3021.000;722.785;2787.000;687.190;2767.000;414.269;2659.000;427.891;2439.000;864.480;2937.000;382.660;2725.000;439.783;
2530.000;716.471;2554.000;704.925;2899.000;338.374;3050.000;709.260;2819.000;708.275;2792.000;379.141;2693.000;384.477;2469.000;838.468;2969.000;368.497;2756.000;415.049;
2562.000;688.336;2588.000;676.313;2926.000;319.303;3079.000;693.207;2851.000;729.872;2817.000;348.359;2727.000;345.119;2499.000;813.312;3001.000;354.485;2787.000;392.263;
2594.000;663.721;2622.000;653.199;2953.000;300.393;3108.000;674.755;2883.000;750.567;2842.000;322.299;2761.000;310.352;2529.000;789.310;3033.000;340.329;2818.000;371.184;
2626.000;642.218;2656.000;635.068;2980.000;281.504;3137.000;654.033;2915.000;768.943;2867.000;301.335;2795.000;280.713;2559.000;766.757;3065.000;325.736;2849.000;351.575;
2658.000;623.421;2690.000;621.402;3007.000;262.496;3166.000;631.169;2947.000;783.583;2892.000;285.842;2829.000;256.740;2589.000;745.950;3097.000;310.412;2880.000;333.198;
2694.000;605.000;2727.000;611.000;3044.000;236.000;3202.000;600.000;2984.000;794.000;2922.000;275.000;2873.000;235.000;2628.000;722.000;3131.000;293.000;2918.000;312.000;
2725.000;591.041;2758.000;605.364;3069.000;217.711;3231.000;572.829;3013.000;796.180;2947.000;272.670;2908.000;225.679;2658.000;706.227;3165.000;274.222;2952.000;294.005;
2756.000;578.531;2789.000;601.937;3094.000;199.345;3260.000;544.095;3042.000;793.227;2972.000;275.862;2943.000;222.941;2688.000;692.529;3199.000;254.442;2986.000;276.933;
2787.000;567.194;2820.000;600.111;3119.000;181.211;3289.000;514.088;3071.000;785.579;2997.000;283.800;2978.000;226.057;2718.000;680.552;3233.000;234.164;3020.000;260.866;
2818.000;556.752;2851.000;599.279;3144.000;163.618;3318.000;483.097;3100.000;773.678;3022.000;295.712;3013.000;234.303;2748.000;669.940;3267.000;213.895;3054.000;245.885;
2849.000;546.929;2882.000;598.835;3169.000;146.874;3347.000;451.413;3129.000;757.963;3047.000;310.821;3048.000;246.952;2778.000;660.341;3301.000;194.141;3088.000;232.071;
